"FL_DATE","AIRLINE_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEP_TIME","DEP_DELAY_NEW","DEP_DEL15","ARR_TIME","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CANCELLATION_CODE","DIVERTED","AIR_TIME","FLIGHTS","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018-02-16,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1007",7.00,0.00,"1140",6.00,0.00,0.00,"",0.00,64.00,1.00,388.00,,,,,,
2018-02-16,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","0805",0.00,0.00,"0924",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-16,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0950",0.00,0.00,"1104",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-16,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1817",0.00,0.00,"1933",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-16,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1957",0.00,0.00,"2123",,,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2018-02-16,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2236",7.00,0.00,"2357",13.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-16,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0718",0.00,0.00,"0834",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-16,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","1532",0.00,0.00,"1638",0.00,0.00,0.00,"",0.00,52.00,1.00,294.00,,,,,,
2018-02-16,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","1351",0.00,0.00,"1509",0.00,0.00,0.00,"",0.00,47.00,1.00,294.00,,,,,,
2018-02-16,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2142",0.00,0.00,"2304",0.00,0.00,0.00,"",0.00,48.00,1.00,294.00,,,,,,
2018-02-16,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0620",0.00,0.00,"0732",0.00,0.00,0.00,"",0.00,48.00,1.00,294.00,,,,,,
2018-02-17,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1134",0.00,0.00,"1301",0.00,0.00,0.00,"",0.00,68.00,1.00,388.00,,,,,,
2018-02-17,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1335",0.00,0.00,"1509",0.00,0.00,0.00,"",0.00,66.00,1.00,388.00,,,,,,
2018-02-17,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","2014",0.00,0.00,"2137",0.00,0.00,0.00,"",0.00,64.00,1.00,388.00,,,,,,
2018-02-17,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1627",32.00,1.00,"1810",55.00,1.00,0.00,"",0.00,62.00,1.00,388.00,4.00,0.00,23.00,0.00,28.00,
2018-02-17,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1840",52.00,1.00,"1956",36.00,1.00,0.00,"",0.00,60.00,1.00,388.00,3.00,0.00,0.00,0.00,33.00,
2018-02-17,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","0844",0.00,0.00,"1036",12.00,0.00,0.00,"",0.00,61.00,1.00,388.00,,,,,,
2018-02-17,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1214",8.00,0.00,"1343",5.00,0.00,0.00,"",0.00,70.00,1.00,388.00,,,,,,
2018-02-17,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1019",19.00,1.00,"1146",12.00,0.00,0.00,"",0.00,65.00,1.00,388.00,,,,,,
2018-02-17,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0947",0.00,0.00,"1103",0.00,0.00,0.00,"",0.00,58.00,1.00,300.00,,,,,,
2018-02-17,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0612",0.00,0.00,"0719",0.00,0.00,0.00,"",0.00,48.00,1.00,294.00,,,,,,
2018-02-17,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1547",0.00,0.00,"1653",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-17,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1210",0.00,0.00,"1321",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-17,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1643",0.00,0.00,"1808",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2018-02-17,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1002",0.00,0.00,"1126",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-17,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1244",0.00,0.00,"1413",2.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-17,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0555",0.00,0.00,"0703",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2018-02-17,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2020",0.00,0.00,"2120",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-18,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1356",0.00,0.00,"1457",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2018-02-18,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0558",0.00,0.00,"0707",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-18,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0942",0.00,0.00,"1056",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-18,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1101",0.00,0.00,"1219",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-18,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1244",0.00,0.00,"1403",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-18,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1558",0.00,0.00,"1701",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-18,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1738",0.00,0.00,"1906",0.00,0.00,0.00,"",0.00,61.00,1.00,300.00,,,,,,
2018-02-18,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2035",12.00,0.00,"2142",5.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-18,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","",,,"",,,1.00,"C",0.00,,1.00,294.00,,,,,,
2018-02-18,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","",,,"",,,1.00,"C",0.00,,1.00,294.00,,,,,,
2018-02-18,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2223",33.00,1.00,"2324",17.00,1.00,0.00,"",0.00,48.00,1.00,294.00,17.00,0.00,0.00,0.00,0.00,
2018-02-18,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1439",178.00,1.00,"1616",184.00,1.00,0.00,"",0.00,59.00,1.00,388.00,0.00,0.00,6.00,0.00,178.00,
2018-02-18,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1653",187.00,1.00,"1843",207.00,1.00,0.00,"",0.00,63.00,1.00,388.00,7.00,0.00,20.00,0.00,180.00,
2018-02-18,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","2020",0.00,0.00,"2151",8.00,0.00,0.00,"",0.00,59.00,1.00,388.00,,,,,,
2018-02-18,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1553",0.00,0.00,"1713",0.00,0.00,0.00,"",0.00,63.00,1.00,388.00,,,,,,
2018-02-18,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1746",0.00,0.00,"1915",0.00,0.00,0.00,"",0.00,62.00,1.00,388.00,,,,,,
2018-02-18,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","0846",0.00,0.00,"1028",4.00,0.00,0.00,"",0.00,62.00,1.00,388.00,,,,,,
2018-02-18,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1303",57.00,1.00,"1422",44.00,1.00,0.00,"",0.00,60.00,1.00,388.00,5.00,0.00,0.00,0.00,39.00,
2018-02-18,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1109",69.00,1.00,"1232",58.00,1.00,0.00,"",0.00,64.00,1.00,388.00,0.00,3.00,0.00,0.00,55.00,
2018-02-19,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1618",277.00,1.00,"1741",269.00,1.00,0.00,"",0.00,67.00,1.00,388.00,0.00,0.00,0.00,0.00,269.00,
2018-02-19,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","",,,"",,,1.00,"A",0.00,,1.00,388.00,,,,,,
2018-02-19,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","2014",0.00,0.00,"2139",0.00,0.00,0.00,"",0.00,62.00,1.00,388.00,,,,,,
2018-02-19,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1643",48.00,1.00,"1810",55.00,1.00,0.00,"",0.00,63.00,1.00,388.00,48.00,0.00,7.00,0.00,0.00,
2018-02-19,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1839",51.00,1.00,"1952",32.00,1.00,0.00,"",0.00,59.00,1.00,388.00,3.00,0.00,0.00,0.00,29.00,
2018-02-19,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","0519",0.00,0.00,"0636",0.00,0.00,0.00,"",0.00,61.00,1.00,388.00,,,,,,
2018-02-19,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1216",10.00,0.00,"1343",5.00,0.00,0.00,"",0.00,61.00,1.00,388.00,,,,,,
2018-02-19,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","0953",0.00,0.00,"1145",11.00,0.00,0.00,"",0.00,67.00,1.00,388.00,,,,,,
2018-02-19,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","0810",,,"0914",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2018-02-19,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0950",0.00,0.00,"1123",7.00,0.00,0.00,"",0.00,56.00,1.00,300.00,,,,,,
2018-02-19,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1813",0.00,0.00,"1929",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-19,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1958",0.00,0.00,"2116",0.00,0.00,0.00,"",0.00,56.00,1.00,300.00,,,,,,
2018-02-19,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2220",0.00,0.00,"2337",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-19,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0712",0.00,0.00,"0836",0.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2018-02-19,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","",,,"",,,1.00,"A",0.00,,1.00,294.00,,,,,,
2018-02-19,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","1356",0.00,0.00,"1503",0.00,0.00,0.00,"",0.00,55.00,1.00,294.00,,,,,,
2018-02-19,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2149",0.00,0.00,"2306",0.00,0.00,0.00,"",0.00,47.00,1.00,294.00,,,,,,
2018-02-19,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0948",208.00,1.00,"1103",209.00,1.00,0.00,"",0.00,58.00,1.00,294.00,208.00,0.00,1.00,0.00,0.00,
2018-02-19,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1405",6.00,0.00,"1508",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2018-02-19,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1534",0.00,0.00,"1651",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-19,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1102",0.00,0.00,"1213",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2018-02-19,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1239",0.00,0.00,"1409",0.00,0.00,0.00,"",0.00,57.00,1.00,300.00,,,,,,
2018-02-19,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1558",0.00,0.00,"1710",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-19,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0900",919.00,1.00,"1024",914.00,1.00,0.00,"",0.00,64.00,1.00,300.00,889.00,0.00,0.00,0.00,25.00,
2018-02-19,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0559",0.00,0.00,"0725",6.00,0.00,0.00,"",0.00,61.00,1.00,300.00,,,,,,
2018-02-19,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2021",0.00,0.00,"2126",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-20,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0617",17.00,1.00,"0729",10.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2018-02-20,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2018",0.00,0.00,"2130",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2018-02-20,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1410",11.00,0.00,"1509",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-20,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1541",0.00,0.00,"1708",2.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-20,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","",,,"",,,1.00,"B",0.00,,1.00,300.00,,,,,,
2018-02-20,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","",,,"",,,1.00,"B",0.00,,1.00,300.00,,,,,,
2018-02-20,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1555",0.00,0.00,"1715",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-20,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1735",0.00,0.00,"1905",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-20,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1138",0.00,0.00,"1323",11.00,0.00,0.00,"",0.00,70.00,1.00,388.00,,,,,,
2018-02-20,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1354",8.00,0.00,"1511",0.00,0.00,0.00,"",0.00,64.00,1.00,388.00,,,,,,
2018-02-20,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","2015",0.00,0.00,"2139",0.00,0.00,0.00,"",0.00,60.00,1.00,388.00,,,,,,
2018-02-20,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1558",3.00,0.00,"1718",3.00,0.00,0.00,"",0.00,63.00,1.00,388.00,,,,,,
2018-02-20,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1759",11.00,0.00,"1915",0.00,0.00,0.00,"",0.00,63.00,1.00,388.00,,,,,,
2018-02-20,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","0519",0.00,0.00,"0654",5.00,0.00,0.00,"",0.00,60.00,1.00,388.00,,,,,,
2018-02-20,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1246",40.00,1.00,"1412",34.00,1.00,0.00,"",0.00,58.00,1.00,388.00,1.00,0.00,0.00,0.00,33.00,
2018-02-20,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1105",65.00,1.00,"1220",46.00,1.00,0.00,"",0.00,63.00,1.00,388.00,1.00,0.00,0.00,0.00,45.00,
2018-02-20,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","0759",0.00,0.00,"0908",0.00,0.00,0.00,"",0.00,46.00,1.00,300.00,,,,,,
2018-02-20,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0940",0.00,0.00,"1105",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-20,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1810",0.00,0.00,"1921",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2018-02-20,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","2000",0.00,0.00,"2125",2.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-20,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2222",0.00,0.00,"2334",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-20,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0748",28.00,1.00,"1137",,,0.00,"",1.00,,1.00,300.00,,,,,,
2018-02-20,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","1523",0.00,0.00,"1636",0.00,0.00,0.00,"",0.00,56.00,1.00,294.00,,,,,,
2018-02-20,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","1350",0.00,0.00,"1453",0.00,0.00,0.00,"",0.00,48.00,1.00,294.00,,,,,,
2018-02-20,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2143",0.00,0.00,"2302",0.00,0.00,0.00,"",0.00,51.00,1.00,294.00,,,,,,
2018-02-20,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0618",0.00,0.00,"0728",0.00,0.00,0.00,"",0.00,54.00,1.00,294.00,,,,,,
2018-02-21,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1140",0.00,0.00,"1318",6.00,0.00,0.00,"",0.00,58.00,1.00,388.00,,,,,,
2018-02-21,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1357",11.00,0.00,"1515",0.00,0.00,0.00,"",0.00,62.00,1.00,388.00,,,,,,
2018-02-21,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","2010",0.00,0.00,"2127",0.00,0.00,0.00,"",0.00,60.00,1.00,388.00,,,,,,
2018-02-21,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1751",116.00,1.00,"1914",119.00,1.00,0.00,"",0.00,63.00,1.00,388.00,9.00,0.00,3.00,0.00,107.00,
2018-02-21,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1945",117.00,1.00,"2111",111.00,1.00,0.00,"",0.00,65.00,1.00,388.00,6.00,0.00,0.00,0.00,105.00,
2018-02-21,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","0517",0.00,0.00,"0644",0.00,0.00,0.00,"",0.00,68.00,1.00,388.00,,,,,,
2018-02-21,20397,"GNV","Gainesville, FL","FL","CLT","Charlotte, NC","NC","1225",19.00,1.00,"1348",10.00,0.00,0.00,"",0.00,61.00,1.00,388.00,,,,,,
2018-02-21,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","0956",0.00,0.00,"1155",21.00,1.00,0.00,"",0.00,63.00,1.00,388.00,0.00,0.00,21.00,0.00,0.00,
2018-02-21,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","0805",0.00,0.00,"0911",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-21,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0945",0.00,0.00,"1104",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-21,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1819",,,"1936",,,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-21,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1956",0.00,0.00,"2115",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-21,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2221",0.00,0.00,"2331",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-21,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1028",188.00,1.00,"1142",174.00,1.00,0.00,"",0.00,51.00,1.00,300.00,174.00,0.00,0.00,0.00,0.00,
2018-02-21,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","1652",77.00,1.00,"1756",71.00,1.00,0.00,"",0.00,51.00,1.00,294.00,0.00,0.00,0.00,0.00,71.00,
2018-02-21,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","1526",88.00,1.00,"1628",78.00,1.00,0.00,"",0.00,47.00,1.00,294.00,12.00,0.00,0.00,0.00,66.00,
2018-02-21,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2144",0.00,0.00,"2254",0.00,0.00,0.00,"",0.00,46.00,1.00,294.00,,,,,,
2018-02-21,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0615",0.00,0.00,"0721",0.00,0.00,0.00,"",0.00,52.00,1.00,294.00,,,,,,
2018-02-21,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1357",0.00,0.00,"1521",4.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2018-02-21,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1545",2.00,0.00,"1658",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-21,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1100",0.00,0.00,"1215",0.00,0.00,0.00,"",0.00,48.00,1.00,300.00,,,,,,
2018-02-21,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1243",0.00,0.00,"1402",0.00,0.00,0.00,"",0.00,55.00,1.00,300.00,,,,,,
2018-02-21,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1604",3.00,0.00,"1716",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-21,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1737",0.00,0.00,"1900",0.00,0.00,0.00,"",0.00,54.00,1.00,300.00,,,,,,
2018-02-21,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0605",5.00,0.00,"0723",4.00,0.00,0.00,"",0.00,60.00,1.00,300.00,,,,,,
2018-02-21,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2019",0.00,0.00,"2124",0.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-22,19790,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0556",0.00,0.00,"0705",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-22,19790,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2020",0.00,0.00,"2148",13.00,0.00,0.00,"",0.00,47.00,1.00,300.00,,,,,,
2018-02-22,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1440",41.00,1.00,"1602",45.00,1.00,0.00,"",0.00,47.00,1.00,300.00,41.00,0.00,4.00,0.00,0.00,
2018-02-22,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1622",39.00,1.00,"1743",37.00,1.00,0.00,"",0.00,52.00,1.00,300.00,0.00,0.00,0.00,0.00,37.00,
2018-02-22,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1056",0.00,0.00,"1213",0.00,0.00,0.00,"",0.00,49.00,1.00,300.00,,,,,,
2018-02-22,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","1242",0.00,0.00,"1403",0.00,0.00,0.00,"",0.00,53.00,1.00,300.00,,,,,,
2018-02-22,20304,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1605",4.00,0.00,"1732",16.00,1.00,0.00,"",0.00,62.00,1.00,300.00,0.00,0.00,12.00,0.00,4.00,
2018-02-22,20304,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","2137",236.00,1.00,"2246",216.00,1.00,0.00,"",0.00,51.00,1.00,300.00,200.00,0.00,0.00,0.00,16.00,
2018-02-22,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","0805",0.00,0.00,"0912",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2018-02-22,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0943",0.00,0.00,"1057",0.00,0.00,0.00,"",0.00,50.00,1.00,300.00,,,,,,
2018-02-22,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","1812",0.00,0.00,"1913",0.00,0.00,0.00,"",0.00,45.00,1.00,300.00,,,,,,
2018-02-22,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","2019",18.00,1.00,"2129",6.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2018-02-22,20363,"ATL","Atlanta, GA","GA","GNV","Gainesville, FL","FL","2222",0.00,0.00,"2338",0.00,0.00,0.00,"",0.00,51.00,1.00,300.00,,,,,,
2018-02-22,20363,"GNV","Gainesville, FL","FL","ATL","Atlanta, GA","GA","0705",0.00,0.00,"0820",0.00,0.00,0.00,"",0.00,52.00,1.00,300.00,,,,,,
2018-02-22,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","1542",7.00,0.00,"1651",6.00,0.00,0.00,"",0.00,54.00,1.00,294.00,,,,,,
2018-02-22,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","1418",20.00,1.00,"1520",10.00,0.00,0.00,"",0.00,49.00,1.00,294.00,,,,,,
2018-02-22,20398,"MIA","Miami, FL","FL","GNV","Gainesville, FL","FL","2228",38.00,1.00,"2329",22.00,1.00,0.00,"",0.00,46.00,1.00,294.00,0.00,0.00,0.00,0.00,22.00,
2018-02-22,20398,"GNV","Gainesville, FL","FL","MIA","Miami, FL","FL","0613",0.00,0.00,"0724",0.00,0.00,0.00,"",0.00,52.00,1.00,294.00,,,,,,
2018-02-22,20397,"CLT","Charlotte, NC","NC","GNV","Gainesville, FL","FL","1141",0.00,0.00,"1305",0.00,0.00,0.00,"",0.00,57.00,1.00,388.00,,,,,,
